Issuer,Title,Content
ttk-banka-ad-skopje/,ТТК Банка АД Скопје,"Известуваме дека ТТК Банка АД Скопjе ќе изврши исплата на главницата и тримесечната камата по каматна стапка од 3,5% на годишно ниво на имателите на Корпоративната обврзница – прва емисија на обврзници ИСИН МКТТКЅ200012 и шифра ТТКО.Право на исплата на главница и камата имаат лицата кои се регистрирани во книгата на иматели на Корпоративна обврзница - прва емисија на издавачот ТТК Банка АД Скопје во Централниот депозитар за хартии од вредност АД Скопје заклучно со 17.12.2024 година. Корпоративните обврзници - прва емисија издадени од ТТК Банка АД Скопје со ИСИН број MKTTKS200012, во количина од 1.500 обврзници, достасува на 18.12.2024 година.Воедно, информираме дека Банката до Македонска берза на хартии од ведност достави Известување со барање за прекин на тргувањето со Корпоративните обврзници - прва емисија издадени од ТТК Банка АД Скопје во деновите 16 и 17 декември. Со тоа последен ден за тргување на истите ќе биде 13.12.2024 година."
ttk-banka-ad-skopje/,ТТК Банка АД Скопје,
ttk-banka-ad-skopje/,ТТК Банка АД Скопје,
ttk-banka-ad-skopje/,ТТК Банка АД Скопје,
ttk-banka-ad-skopje/,ТТК Банка АД Скопје,ТТК Банка АД Скопје ги објавува неревидираните финансиски извештаи за периодот 1.1. - 30.9.2024 година.
ttk-banka-ad-skopje/,ТТК Банка АД Скопје,ТТК Банка АД Скопје го објавува Коментарот за остварените финансиски резултати за периодот 1.1. - 30.9.2024 година.
ttk-banka-ad-skopje/,ТТК Банка АД Скопје,ТТК Банка АД Скопје објавува предлог одлуки за предложени точки од дневниот ред на претстојното Собрание на акционери.
ttk-banka-ad-skopje/,ТТК Банка АД Скопје,Предлог - Одлуки за Собрание на акционери - 5.11.2024 година.
ttk-banka-ad-skopje/,ТТК Банка АД Скопје,Јавен повик за Собрание на акционери - 5.11.2024 година.
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,Неревидиран биланс на успех 01.01. - 30.09.24
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,Извештај на независниот ревизор за финансиските извештаи за годината која завршува 31.12.2023г од Перк ревизија Пелагониска Ревизорска куќа Дооел Прилеп.Годишен извештај за работењето на Тутунски комбинат АД Прилеп во деловната 2023 година
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,Извештај на независниот ревизор за финансиските извештаи на ТК АД Прилеп за 2022гГодишен извештај за работењето на ТК АД Прилеп за 2022г
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,Неревидиран биланс на успех 01.01.- 31.03.2023
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,Неревидирани финансиски извештаи 01.01.-31.12.22
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,Одлука за назначување на лице одговорно за односи со инвеститори на Тутунски комбинат АД Прилеп
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп, Одбор на директори на Тутунски комбинат АД Прилеп
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,Одлуки од Собрание на акционери на Тутунски комбинат АД Прилеп одржано на ден 04.11.2024г.
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,Образложение 30.09.2024
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,Неревидиран биланс на успех 01.01. - 30.09.24
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,CV за предлог членови на Одбор на директори на Тутунски комбинат АД Прилеп
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,Предлог одлуки за Собрание на акционери на ТК АД Прилеп
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,Дополнување на Предлог Дневен ред од Јавен повик за свикување на Собрание на акционери на Тутунски комбинат АД Прилеп
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,Предлог одлуки за Собрание на акционери на ТК АД Прилеп
tutunski-kombinat-ad-prilep/,Тутунски комбинат АД Прилеп,Јавен повик за свикување на Собрание на акционери на ТК АД Прилеп за 04.11.2024г.
fersped-ad-skopje/,Фершпед АД Скопје,Неревидиран консолидиран Биланс на успех 01.01-30.09.2024 година
fersped-ad-skopje/,Фершпед АД Скопје,
fersped-ad-skopje/,Фершпед АД Скопје,Неревидирани консолидирани финансиски извештаи 01.01-30.06.2024 година
fersped-ad-skopje/,Фершпед АД Скопје,Неревидирани неконсолидирани финансиски извештеи 01.01-30.06.2024 година
fersped-ad-skopje/,Фершпед АД Скопје,Ревидирани единечни и консолидирани финансиски извештаи со мислење и Годишен извештај за работењето на друштвото и на Група Фершпед АД Скопје за 2023 година
fersped-ad-skopje/,Фершпед АД Скопје,Неревидиран консолидиран Биланс на успех 01.01-31.03.2024 година
fersped-ad-skopje/,Фершпед АД Скопје,Неревидиран Биланс на успех 01.01-31.03.2024 година
fersped-ad-skopje/,Фершпед АД Скопје,Неревидирани консолидирани финансиски извештаи 01.01-31.12.2023 година
fersped-ad-skopje/,Фершпед АД Скопје,Неревидирани неконсолидирани финансиски извештаи 01.01-31.12.2023 година
fersped-ad-skopje/,Фершпед АД Скопје,Неревидирани консолодирани финансиски извештаи 01.01-30.09.2023 година
fersped-ad-skopje/,Фершпед АД Скопје,
fersped-ad-skopje/,Фершпед АД Скопје,Неревидиран консолидиран Биланс на успех 01.01-30.09.2024 година
fersped-ad-skopje/,Фершпед АД Скопје,
fersped-ad-skopje/,Фершпед АД Скопје,
fersped-ad-skopje/,Фершпед АД Скопје,Образложение кон неревидираните консолидирани финансиски извештаи 01.01-30.06.2024 година
fersped-ad-skopje/,Фершпед АД Скопје,Неревидирани консолидирани финансиски извештаи 01.01-30.06.2024 година
fersped-ad-skopje/,Фершпед АД Скопје,Образложение кон неревидираните неконсолидирани финансиски извештаи 01.01.-30.06.2024 година
fersped-ad-skopje/,Фершпед АД Скопје,Неревидирани неконсолидирани финансиски извештеи 01.01-30.06.2024 година
fersped-ad-skopje/,Фершпед АД Скопје,Известување за достава на трансакциски сметки
fersped-ad-skopje/,Фершпед АД Скопје,Други Одлуки донесени на собрание на акционери
hoteli-metropol-ohrid/,Хотели Метропол Охрид,
hoteli-metropol-ohrid/,Хотели Метропол Охрид,Неревидирани финансиски извештаи за период 01.01-30.06.2024 година
hoteli-metropol-ohrid/,Хотели Метропол Охрид,Ревидирани финансиски извештаи и Годишен извештај за работењето на друштвото
hoteli-metropol-ohrid/,Хотели Метропол Охрид,Неревидирани финансиски извештаи 01.01-31.03.2024
hoteli-metropol-ohrid/,Хотели Метропол Охрид,Неревидирани финансиски извештаи 01.01-31.12.2023 година
hoteli-metropol-ohrid/,Хотели Метропол Охрид,Неревидирани финансиски извештаи 01.01-30.09.2023 година
hoteli-metropol-ohrid/,Хотели Метропол Охрид,Неревидирани финансиски извештаи 01.01-30.06.2023 година
hoteli-metropol-ohrid/,Хотели Метропол Охрид,"Ревидирани финансиски извештаи и Годишен извештај на друштвото за 2022 година, одобрени на Собрание на акционери 26.05.2023 година"
hoteli-metropol-ohrid/,Хотели Метропол Охрид,Неревидиран Биланс на успех 01.01-31.03.2023 година
hoteli-metropol-ohrid/,Хотели Метропол Охрид,Неревидирани финансиски извештаи за 2022 година - корегирани
hoteli-metropol-ohrid/,Хотели Метропол Охрид,
hoteli-metropol-ohrid/,Хотели Метропол Охрид,
hoteli-metropol-ohrid/,Хотели Метропол Охрид,Образложение кон финансиските извештаи 01.01-30.06.2024 година
hoteli-metropol-ohrid/,Хотели Метропол Охрид,Неревидирани финансиски извештаи за период 01.01-30.06.2024 година
hoteli-metropol-ohrid/,Хотели Метропол Охрид,Прашалници ККУ
hoteli-metropol-ohrid/,Хотели Метропол Охрид,Одлука донесена на Собрание на акционери
hoteli-metropol-ohrid/,Хотели Метропол Охрид,Ревидирани финансиски извештаи и Годишен извештај за работењето на друштвото
hoteli-metropol-ohrid/,Хотели Метропол Охрид,Одлука донесена на Собрание на акционери 
hoteli-metropol-ohrid/,Хотели Метропол Охрид,Други Одлуки од Собрание
hoteli-metropol-ohrid/,Хотели Метропол Охрид,Образложение кон Билансост на успех 01.01-31.03.2024 година
agromehanika-ad-skopje/,Агромеханика АД Скопје,Неревидиран биланс за успех за период од 01.01.2024 до 30.09.2024
agromehanika-ad-skopje/,Агромеханика АД Скопје,
agromehanika-ad-skopje/,Агромеханика АД Скопје,Неревидиран биланс на успех за период 01.01-31.03.2024 АД Агромеханика 
agromehanika-ad-skopje/,Агромеханика АД Скопје,"Агромеханика АД во периодот од 01.01.2023 до 31.12.2023 оствари негативен финансиски резултат од 179.374 мкд. Во 2023 друштвото има остварено само 1.259 мкд приходи, а генерирано 180.633 мкд расходи. Друштвото нема вработени.  "
agromehanika-ad-skopje/,Агромеханика АД Скопје,Неревидиран биланс на успех 01.01-30.09.2023 година за Агромеханика АД Скопје.
agromehanika-ad-skopje/,Агромеханика АД Скопје,Шест месечни извештаи Агромеханика АД.
agromehanika-ad-skopje/,Агромеханика АД Скопје,Неревидиран Биланс на успех Агромеханика 01-03/2023.
agromehanika-ad-skopje/,Агромеханика АД Скопје,Годишни известувања Агромеханика
agromehanika-ad-skopje/,Агромеханика АД Скопје,Неревидиран биланс на успех 01.01-30.09.22
agromehanika-ad-skopje/,Агромеханика АД Скопје,Неревидирани финансиски извештаи 01.01.2022-30.06.2022
agromehanika-ad-skopje/,Агромеханика АД Скопје,Неревидиран биланс за успех за период од 01.01.2024 до 30.09.2024
agromehanika-ad-skopje/,Агромеханика АД Скопје,"Образложение 01,01-30,06.2024"
agromehanika-ad-skopje/,Агромеханика АД Скопје,
agromehanika-ad-skopje/,Агромеханика АД Скопје,Неревидиран биланс на успех за период 01.01-31.03.2024 АД Агромеханика 
agromehanika-ad-skopje/,Агромеханика АД Скопје,"Агромеханика АД во периодот од 01.01.2023 до 31.12.2023 оствари негативен финансиски резултат од 179.374 мкд. Во 2023 друштвото има остварено само 1.259 мкд приходи, а генерирано 180.633 мкд расходи. Друштвото нема вработени.  "
agromehanika-ad-skopje/,Агромеханика АД Скопје,Календар на настани 2024 година
agromehanika-ad-skopje/,Агромеханика АД Скопје,Неревидиран биланс на успех 01.01-30.09.2023 година за Агромеханика АД Скопје.
agromehanika-ad-skopje/,Агромеханика АД Скопје,Шест месечни извештаи Агромеханика АД
agromehanika-ad-skopje/,Агромеханика АД Скопје,Шест месечни извештаи Агромеханика АД.
agromehanika-ad-skopje/,Агромеханика АД Скопје,Неревидиран Биланс на успех Агромеханика 01-03/2023.
ading-ad--skopje/,Адинг АД Скопје,"Неревидиран, консолидиран Биланс на успех за периодот 01.01.-30.09.2024 година."
ading-ad--skopje/,Адинг АД Скопје,"Неревидиран, неконсолидиран Биланс на успех за периодот 01.01.-30.09.2024 година."
ading-ad--skopje/,Адинг АД Скопје,"Неревидирани, консолидирани Финансиски извештаи за периодот 01.01.2024-30.06.2024 година."
ading-ad--skopje/,Адинг АД Скопје,"Неревидирани, неконсолидирани Финансиски извештаи за периодот 01.01.2024-30.06.2024 година."
ading-ad--skopje/,Адинг АД Скопје,"АДИНГ АД Скопје ги објавува усвоените на Собрание на акционери, одржано на ден 29.05.2024 година, следните извештаи:-Ревизорски извештај за 2023 година-ПОЕДИНЕЧЕН.-Ревизорски извештај за 2023 година-КОНСОЛИДИРАН.-Годишен извештај за работењето на друштвото-ГИРД за 2023 година. "
ading-ad--skopje/,Адинг АД Скопје,"Неревидиран, консолидиран Биланс на успех за периодот 01.01.-31.03.2024 година."
ading-ad--skopje/,Адинг АД Скопје,"Неревидиран, неконсолидиран Биланс на успех за периодот 01.01.-31.03.2024 година."
ading-ad--skopje/,Адинг АД Скопје,"Годишни, неревидирани, консолидирани Финансиски извештаи( Биланс на состојба, Биланс на успех, Извештај за паричниот тек, Извештај за промените во капиталот) за 2023 година."
ading-ad--skopje/,Адинг АД Скопје,"Годишни, неревидирани, неконсолидирани Финансиски извештаи( Биланс на состојба, Биланс на успех, Извештај за паричен тек, Извештај за промените во капиталот) за 2023 година."
ading-ad--skopje/,Адинг АД Скопје,"Неревидиран, консолидиран Биланс на успех за периодот 01.01.-30.09.2023 година."
ading-ad--skopje/,Адинг АД Скопје,"Образложение за настанатите значајни промени во неревидираниот, консолидираниот Биланс на успех за периодот 01.01.-30.09.2024 година."
ading-ad--skopje/,Адинг АД Скопје,"Неревидиран, консолидиран Биланс на успех за периодот 01.01.-30.09.2024 година."
ading-ad--skopje/,Адинг АД Скопје,"Образложение за настанатите значајни промени во неревидираниот, неконсолидираниот Биланс на успех за периодот 01.01.-30.09.2024 година."
ading-ad--skopje/,Адинг АД Скопје,"Неревидиран, неконсолидиран Биланс на успех за периодот 01.01.-30.09.2024 година."
ading-ad--skopje/,Адинг АД Скопје,"Со Одлука на УО бр.71/24 од 12.06.2024 година, дадена е согласност за задолжување на Друштвото и склучување на Анекс бр.2 кон Договорот за рамковен револвинг кредит-лимит со Комерцијална Банка АД Скопје под бр.02-100-3029/2 од 12.06.2024 година, со максимален износ од ЕУР-2.500.000,00 и рок на важност  до 18.07.2029 година."
ading-ad--skopje/,Адинг АД Скопје,"Образложение за настанатите значајни промени во неревидираните, консолидираните Финансиски извештаи за периодот 01.01.2024-30.06.2024 година."
ading-ad--skopje/,Адинг АД Скопје,"Неревидирани, консолидирани Финансиски извештаи за периодот 01.01.2024-30.06.2024 година."
ading-ad--skopje/,Адинг АД Скопје,"Образложение за настанатите значајни промени во нревидираните, неконсолидираните Финансиски извештаи за периодот 01.01.2024-30.06.2024 година."
ading-ad--skopje/,Адинг АД Скопје,"Неревидирани, неконсолидирани Финансиски извештаи за периодот 01.01.2024-30.06.2024 година."
ading-ad--skopje/,Адинг АД Скопје,"АДИНГ АД Скопје ги објавува усвоените на Собрание на акционери, одржано на ден 29.05.2024 година, следните извештаи:-Ревизорски извештај за 2023 година-ПОЕДИНЕЧЕН.-Ревизорски извештај за 2023 година-КОНСОЛИДИРАН.-Годишен извештај за работењето на друштвото-ГИРД за 2023 година. "
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Неревидиран Биланс на успех   01.01-30.09
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Неревидирани финансиски извештаи
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Ревизорски извештај
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Неревидиран биланс на успех 01.01. - 31.03.2024
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Неревидиран финансиски извештај за период од 01.01.2023-31.12.2023
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Неревидиран биланс на успех 01.01-30.09.2023
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Неревидирани финансиски извештаи за период 01.01-30.06
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Ревизорски извештај од овластен ревизор
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Неревидиран билан на успех 01.01  31.03
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Неревидиран Биланс на успех   01.01-30.09
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Образложение на биланс  на успех
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Образложение на неревидиран финансиски извештај
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Неревидирани финансиски извештаи
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Ревизорски извештај
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Одлуки од собрание
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Ревизорски извештај
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Образложение на Биланс на успех
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Неревидиран биланс на успех 01.01. - 31.03.2024
angropromet-tikvesanka-ad-kavadarci/,Ангропромет Тиквешанка АД Кавадарци,Годишен извештај за работењето
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација, Неревидиран биланс на успех за Арцелормиттал Скопје ХРМ АД Скопје за 01.01.-31.03.2019
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,Неревидирани финансиски извештаи 01/01/2018-31/12/2018
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,Неревидиран биланс на успех 01.01. - 30.09 на АрцелорМиттал Скопје (ХРМ) АД Скопје
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,Неревидирани финансиски извештаи за 01.01. - 30.06. за Арцелормиттал ХРМ
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,Ревизорски извештаи за 2017 година за Арцелормиттал Скопје (ХРМ) АД Скопје
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,Неревидиран биланс на успех од 01.01.2018 до 31.03.2018 за Арцелормиттал Скопје (ХРМ) АД Скопје
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,Неревидиран финансиски извештај за Арцелормиттал Скопје (ХРМ) АД Скопје за период од 01.01.2017 до 31.12.2017
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,Неревидирам биланс на успех за период од 01.01.- 30.09.2017 за АрцелорМиттал Скопје (ХРМ) АД Скопје  
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,Неревидирани финансиски извештаи за АрцелорМитал Скопје (ХРМ) АД Скопје за период 01.01.-30.06.2017 
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,"Согласно Глава 6 од Правилата за котација, ги објавуваме следните ревидирани финансиски извештаи:"
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,Одлука за усвојување на годишна сметка
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,Одлуки за одобрување на работата на членовите на АрцелорМитал (ХРМ) АД Скопје
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,Одлука за именување овластен ревизор
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,Одлука за покривање на загуба
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,Предлог одлуки за собрание на акционери на АрцелорМиттал ХРМ АД Скопје за 2018
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,Предлог одлуки
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,Јавен повик за собрание на 17.07.2019
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација, Неревидиран биланс на успех за Арцелормиттал Скопје ХРМ АД Скопје за 01.01.-31.03.2019
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,Образложение за резултатот од работењето 
arcelormittal-(hrm)-ad-skopje/,АрцелорМиттал (ХРМ) АД Скопје - долгорочно суспендирано од котација,Неревидирани финансиски извештаи 01/01/2018-31/12/2018
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,"Согласно Глава 6 од Правилата за котација, го објавуваме следниот финансиски извештај Консолидиран неревидиран финансиски извештај за период 01.01.2024 - 30.09.2024 "
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,"Согласно Глава 6 од Правилата за котација, го објавуваме следниот финансиски извештај:АУТОМАКЕДОНИЈА АД Скопје го објавува неревидираниот поединечен Биланс на успех за периодот 01 - 09 месец 2024 година."
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,Неревидирани консолидирани финансиски извештаи за период 01.01.2024-30.06.2024
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,Koнсолидиран биланс на успех 01.01.2024-31.03.2024
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,Неревидирани консолидирани финансиски извештаи за 2023 година
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,Неревидирани неконсолидирани финансиски извештаи на АУТОМАКЕДОНИЈА АД за периодот 01.01.2023 - 31.12.2023 
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,Неревидиран Консолидиран Биланс на успех за период 01.01.- 30.09
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,"Аутомакедонија АД Скопје известува дека во изминатиот период се стекнала со 200 хартии од вредност во Осигурителното брокерско друштво АМ БРОКЕР АД СКОПЈЕ.
Со извршените трговски трансакции АУТОМАКЕДОНИЈА АД Скопје е сопственик на вкупно 400 хартии од вредност односно 80% од вкупниот број на хартии од вредност во АМ БРОКЕР АД СКОПЈЕ.
 "
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,"Согласно Глава 6 од Правилата за котација, известуваме за следната ценовно чувствителна информацијаОбразложение кон консолидирани неревидирани финансиски извештаи за период 01.01.2024 - 30.09.2024 "
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,"Согласно Глава 6 од Правилата за котација, го објавуваме следниот финансиски извештај Консолидиран неревидиран финансиски извештај за период 01.01.2024 - 30.09.2024 "
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,АУТОМАКЕДОНИЈА АД Скопје го објавува oбразложението за работењето за периодот 01 - 09 месец 2024 година.
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,"Согласно Глава 6 од Правилата за котација, го објавуваме следниот финансиски извештај:АУТОМАКЕДОНИЈА АД Скопје го објавува неревидираниот поединечен Биланс на успех за периодот 01 - 09 месец 2024 година."
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,"Извештај за промена на сопственост на член на Управен одбор и лица со посебни одговорности и овластувањаСогласно член 34, став 1, алинеја 7 од Правилата за котација на Македонската Берза за хартии од вредност АД Скопје, известуваме дека Членот на Управниот одбор и Генерален Директор на Аутомакедонија АД, г-дин Игор Илиевски, во изминатиот период се стекна со 400 акции од издавачот Аутомакедонија АД Скопје "
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,Образложение за остварени резултати кон консолидираните неревидирани финансиски извештаи за период 01.01.2024-30.06.2024
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,Неревидирани консолидирани финансиски извештаи за период 01.01.2024-30.06.2024
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,
automakedonija-ad-skopje/,Аутомакедонија АД Скопје,
bim-ad-sveti-nikole/,БИМ АД Свети Николе,БИМ а.д. Свети Николе го објавува неревидираниот биланс на успех за периодот од 01.01 до 30.09.2024 год.
bim-ad-sveti-nikole/,БИМ АД Свети Николе,БИМ а.д. Свети Николе ги објавува неревидираните финансиски извештаи за периодот од 01.01.-30.06.2024 год.
bim-ad-sveti-nikole/,БИМ АД Свети Николе,Ревидиран финансиски извештај за 2023 год. на БИМ АД Свети Николе
bim-ad-sveti-nikole/,БИМ АД Свети Николе,БИМ а.д. Св. Николе го објавува неревидираниот Биланс на успех  за периодот 01.01.-31.03.2024 год.
bim-ad-sveti-nikole/,БИМ АД Свети Николе,Извештај за извршена ревизија на годишната сметка и финансиските извештаи за 2023 година на БИМ АД Свети Николе
bim-ad-sveti-nikole/,БИМ АД Свети Николе,Неревидирани финансиски извештаи од работењето на БИМ а.д. Св. Николе за периодот јануари-декември 2023 год.
bim-ad-sveti-nikole/,БИМ АД Свети Николе,БИМ а.д. Свети Николе го објавува неревидираниот Биланс на успех за периодот од 01.01 до 30.09.2023 год.
bim-ad-sveti-nikole/,БИМ АД Свети Николе,БИМ а.д. Свети Николе ги објавува неревидираните финансиски извештаи за периодот од 01.01-30.06.2023 год.
bim-ad-sveti-nikole/,БИМ АД Свети Николе,Ревидиран финансиски извештај за 2022 год. на БИМ а.д. Св. Николе.
bim-ad-sveti-nikole/,БИМ АД Свети Николе,БИМ а.д. Свети Николе го објавува неревидираниот Биланс на успех за периодот од 01.01 -31.03.2023 год.
bim-ad-sveti-nikole/,БИМ АД Свети Николе,БИМ а.д. Свети Николе го објавува Образложението за остварените резултати од работењето за периодот од 01.01- 30.09.2024 год.
bim-ad-sveti-nikole/,БИМ АД Свети Николе,БИМ а.д. Свети Николе го објавува неревидираниот биланс на успех за периодот од 01.01 до 30.09.2024 год.
bim-ad-sveti-nikole/,БИМ АД Свети Николе,БИМ а.д. Свети Николе го објавува Образложението за постигнатите резултати од работењето за периодот од 01.01.-30.06.2024 год.
bim-ad-sveti-nikole/,БИМ АД Свети Николе,БИМ а.д. Свети Николе ги објавува неревидираните финансиски извештаи за периодот од 01.01.-30.06.2024 год.
bim-ad-sveti-nikole/,БИМ АД Свети Николе,Откуп на сопствени акции
bim-ad-sveti-nikole/,БИМ АД Свети Николе,Ревидиран финансиски извештај за 2023 год. на БИМ АД Свети Николе
bim-ad-sveti-nikole/,БИМ АД Свети Николе,Годишен извештај на БИМ АД Свети Николе за 2023 год.
bim-ad-sveti-nikole/,БИМ АД Свети Николе,БИМ АД Свети Николе ја објавува Одлуката за дивиденден календар донесена на Собрание на акционери одржано на ден 20.05.2024 год.
bim-ad-sveti-nikole/,БИМ АД Свети Николе,Други Одлуки од Собрание на акционери на БИМ АД Свети Николе одржано на ден 20.05.2024 год.
bim-ad-sveti-nikole/,БИМ АД Свети Николе,БИМ а.д. Св. Николе го објавува Образложението за остварените резултати за работењето за периодот од 01.01.-31.03.2024 год.
blagoj-tufanov-ad-radovis/,Благој Туфанов АД Радовиш - долгорочно суспендирано од котација,"Акционерското Друштво Благој Туфанов од Радовиш во рамките на своите обврски ги објавува Ревизискиот извештај и мислењето на Ревизорот, а што се однесува до Извештајот за финансиското работење од 01.01 до 30.06.2014 бидејќи нема никакво финансиско работење поради блокирана сметка не можеме да дадеме никакви податоци. "
blagoj-tufanov-ad-radovis/,Благој Туфанов АД Радовиш - долгорочно суспендирано од котација,"Билансот на успехот кој го објавуваме е празен, бидејќи фирмата нема никакви активности, а состојбата е иста како во годишниот извештај."
blagoj-tufanov-ad-radovis/,Благој Туфанов АД Радовиш - долгорочно суспендирано од котација,неревидирани биланс на состојба и биланс на успех
blagoj-tufanov-ad-radovis/,Благој Туфанов АД Радовиш - долгорочно суспендирано од котација,биланс на успех
